amount,channel,hour,is_new_device,device_trust_score,days_since_last_tx,tx_velocity_1h,merchant_risk_score,customer_age,has_chargeback_history,country_risk_score,target
87.71,PIX,14,1,0.693,0.5,1,0.811,46,0,0.843,0
116.06,PIX,5,1,0.712,2.36,1,0.55,39,0,0.057,0
115.14,CARD,6,1,0.174,2.36,1,0.598,18,0,0.667,0
245.74,CARD,1,0,0.746,1.01,2,0.714,32,0,0.645,0
491.87,CARD,2,0,0.643,4.34,2,0.741,27,1,0.652,0
169.24,CARD,3,0,0.273,4.95,3,0.83,43,0,0.332,0
718.67,CARD,4,1,0.266,1.26,3,0.5,36,0,0.688,1
272.46,CARD,17,0,0.572,10.2,1,0.187,40,0,0.279,0
98.36,CARD,5,1,0.422,2.46,0,0.447,29,0,0.345,0
256.17,CARD,8,0,0.414,4.36,0,0.676,41,1,0.778,1
564.16,PIX,4,1,0.139,3.14,0,0.731,45,0,0.736,0
733.96,PIX,10,0,0.596,0.04,1,0.385,59,0,0.472,0
353.61,PIX,5,0,0.325,2.57,3,0.274,48,0,0.192,0
124.35,PIX,7,1,0.548,4.71,3,0.488,34,0,0.168,0
99.98,CARD,1,0,0.356,2.25,1,0.827,50,0,0.175,0
204.07,CARD,12,0,0.558,2.38,1,0.547,44,0,0.689,0
548.17,PIX,6,1,0.464,8.56,2,0.528,29,0,0.192,0
179.54,PIX,15,0,0.117,2.24,0,0.897,48,1,0.301,0
182.93,PIX,23,1,0.152,4.52,1,0.602,38,0,0.654,0
127.26,CARD,11,0,0.361,3.37,3,0.91,36,0,0.304,0
90.46,CARD,12,0,0.222,5.02,1,0.186,46,1,0.722,0
105.01,PIX,19,0,0.493,1.06,1,0.182,29,1,0.463,0
137.26,PIX,8,0,0.335,3.59,4,0.664,18,1,0.751,0
570.37,CARD,3,1,0.011,1.35,4,0.435,28,1,0.255,1
97.93,PIX,17,1,0.552,0.06,0,0.613,36,1,0.152,0
127.4,CARD,15,1,0.687,1.06,5,0.776,32,1,0.909,1
55.77,CARD,11,0,0.378,1.88,1,0.517,46,0,0.349,0
231.59,PIX,9,0,0.089,4.12,2,0.422,45,0,0.429,0
415.72,PIX,0,1,0.377,0.06,0,0.708,34,1,0.018,0
524.29,PIX,13,0,0.082,3.97,2,0.312,44,1,0.628,0
145.92,PIX,13,1,0.358,2.75,2,0.11,32,1,0.025,0
203.76,PIX,12,1,0.551,3.71,1,0.378,52,1,0.511,0
105.83,PIX,7,0,0.817,2.22,0,0.35,56,1,0.682,0
195.43,PIX,3,0,0.044,3.52,0,0.344,31,0,0.36,0
161.19,CARD,13,1,0.511,2.05,2,0.484,22,1,0.681,1
128.05,PIX,14,0,0.496,1.8,1,0.425,30,0,0.105,0
137.55,CARD,4,1,0.549,2.32,1,0.501,50,1,0.139,0
182.5,PIX,2,1,0.167,6.01,1,0.475,19,0,0.41,1
93.25,PIX,11,0,0.061,2.83,0,0.86,42,1,0.153,1
97.69,PIX,1,0,0.448,4.38,2,0.471,27,0,0.492,0
564.89,PIX,4,0,0.109,3.57,2,0.152,23,1,0.363,1
1393.39,PIX,15,0,0.268,4.15,1,0.693,45,0,0.597,1
41.1,CARD,7,1,0.576,0.68,0,0.097,37,0,0.459,0
39.11,CARD,11,1,0.451,1.27,2,0.518,49,0,0.056,0
51.34,PIX,16,1,0.086,5.9,4,0.244,52,1,0.403,1
110.72,PIX,4,1,0.052,2.08,1,0.79,30,0,0.344,0
272.11,PIX,5,1,0.301,12.83,3,0.546,35,1,0.378,0
206.88,CARD,7,1,0.698,2.13,0,0.19,40,0,0.139,0
141.86,PIX,10,1,0.492,5.07,2,0.27,30,1,0.768,0
195.59,PIX,13,1,0.268,4.73,0,0.508,46,0,0.454,0
65.18,CARD,1,0,0.363,2.57,1,0.425,39,1,0.256,0
97.54,CARD,11,0,0.22,0.51,2,0.336,34,1,0.327,0
119.33,CARD,16,1,0.298,1.14,1,0.364,34,0,0.776,0
29.2,PIX,20,0,0.269,0.7,2,0.705,50,0,0.445,0
42.73,PIX,12,1,0.352,2.45,3,0.425,32,0,0.047,0
44.28,PIX,15,1,0.461,1.81,2,0.739,50,0,0.536,0
241.7,CARD,19,0,0.589,0.82,1,0.352,38,1,0.241,0
151.54,CARD,17,1,0.456,2.74,3,0.93,18,1,0.202,1
210.6,PIX,12,0,0.431,4.98,4,0.51,19,0,0.377,0
23.2,CARD,13,0,0.195,3.27,0,0.178,33,0,0.405,0
31.97,PIX,23,0,0.337,0.09,1,0.051,41,0,0.22,0
220.72,CARD,18,0,0.482,9.42,1,0.395,39,1,0.674,0
9.97,PIX,5,0,0.374,13.45,1,0.552,33,1,0.554,0
365.83,PIX,10,0,0.482,0.05,4,0.812,37,1,0.069,1
23.55,PIX,17,1,0.423,0.3,0,0.34,44,1,0.196,0
259.57,CARD,12,0,0.547,6.86,0,0.358,18,0,0.426,0
54.61,PIX,10,1,0.328,5.0,1,0.664,36,1,0.938,0
312.32,PIX,14,0,0.448,2.76,1,0.764,34,1,0.612,0
2180.58,CARD,9,0,0.466,11.18,2,0.695,46,0,0.042,1
15.71,CARD,16,0,0.27,0.17,3,0.746,35,1,0.288,0
227.2,CARD,17,0,0.662,1.58,0,0.391,21,0,0.219,0
23.87,CARD,21,1,0.607,5.17,3,0.605,46,1,0.237,0
178.41,CARD,22,0,0.677,0.46,1,0.482,26,0,0.821,0
100.88,CARD,17,0,0.463,0.76,0,0.587,32,0,0.346,0
136.57,PIX,18,1,0.571,0.32,5,0.317,25,0,0.371,0
53.49,PIX,18,1,0.505,1.56,0,0.34,34,0,0.689,0
245.3,PIX,7,1,0.661,0.32,3,0.357,38,0,0.322,1
33.0,PIX,21,0,0.334,2.19,1,0.456,23,1,0.295,0
371.47,PIX,12,0,0.089,0.16,3,0.591,49,0,0.887,0
84.07,PIX,20,0,0.187,1.85,1,0.466,24,1,0.323,0
34.38,PIX,5,0,0.373,5.45,2,0.317,49,0,0.477,0
510.53,CARD,7,1,0.721,6.33,2,0.846,41,1,0.322,0
114.36,CARD,14,0,0.674,2.04,3,0.902,18,1,0.25,0
676.46,CARD,13,0,0.697,0.1,1,0.709,44,1,0.277,1
364.75,CARD,9,1,0.124,1.78,2,0.219,35,1,0.356,0
59.24,PIX,5,1,0.376,1.05,0,0.498,48,1,0.553,0
112.56,PIX,5,0,0.128,0.02,1,0.389,25,1,0.382,0
135.49,PIX,17,1,0.409,2.21,0,0.447,34,0,0.38,0
479.95,PIX,0,0,0.172,3.41,3,0.107,19,1,0.365,1
180.15,PIX,2,0,0.817,2.77,2,0.248,42,1,0.515,0
142.4,CARD,22,1,0.877,0.44,3,0.811,53,0,0.464,0
101.51,PIX,23,0,0.453,0.59,1,0.157,42,0,0.221,0
116.11,PIX,1,0,0.301,4.84,1,0.356,42,1,0.462,0
393.13,PIX,3,0,0.4,11.12,2,0.297,35,0,0.895,0
121.92,PIX,7,1,0.388,0.23,1,0.658,36,0,0.386,0
85.16,CARD,14,1,0.482,1.3,1,0.724,42,0,0.231,0
73.11,CARD,4,1,0.258,3.51,2,0.36,40,1,0.122,1
73.82,CARD,23,0,0.47,0.17,1,0.755,37,0,0.625,0
34.4,CARD,11,0,0.235,0.6,0,0.671,26,1,0.033,0
61.85,PIX,12,0,0.545,0.41,2,0.284,39,1,0.432,0
468.05,PIX,4,0,0.408,10.79,0,0.444,26,1,0.38,0
100.89,CARD,7,1,0.302,12.06,1,0.855,24,1,0.319,0
229.06,PIX,17,1,0.385,5.41,2,0.233,47,1,0.064,0
13.05,PIX,15,0,0.361,5.03,1,0.38,33,1,0.04,0
202.65,PIX,5,1,0.759,3.23,2,0.905,48,1,0.644,0
105.09,CARD,10,0,0.727,1.35,2,0.185,37,1,0.5,0
78.78,PIX,4,0,0.442,1.54,2,0.812,49,1,0.246,0
143.0,CARD,9,0,0.55,2.14,3,0.497,42,1,0.238,1
77.77,PIX,5,1,0.599,0.07,0,0.279,37,0,0.309,0
17.97,PIX,23,1,0.174,2.76,0,0.307,43,0,0.356,0
278.67,PIX,7,1,0.447,3.69,3,0.777,37,0,0.043,0
151.22,PIX,11,0,0.705,1.02,2,0.78,45,1,0.644,0
91.6,PIX,15,1,0.075,0.07,3,0.631,39,1,0.492,0
50.93,CARD,0,1,0.458,0.07,3,0.759,24,1,0.26,0
32.37,PIX,5,0,0.233,2.04,2,0.914,20,0,0.207,0
148.64,PIX,23,1,0.345,0.17,1,0.569,21,1,0.847,1
519.1,PIX,16,0,0.484,9.42,4,0.594,48,1,0.345,0
145.89,PIX,5,1,0.209,2.3,1,0.624,32,0,0.183,0
35.01,CARD,10,0,0.4,0.47,4,0.593,45,0,0.8,0
148.8,PIX,20,1,0.249,1.04,0,0.448,33,1,0.539,1
115.81,CARD,4,0,0.362,3.67,2,0.309,48,0,0.177,0
264.45,PIX,7,1,0.212,1.25,2,0.622,41,1,0.217,1
209.78,PIX,5,1,0.428,1.23,1,0.086,55,1,0.295,0
8.27,CARD,15,1,0.549,1.72,4,0.039,37,1,0.397,0
198.49,PIX,12,0,0.344,0.77,2,0.374,49,0,0.493,0
49.25,CARD,12,0,0.079,2.93,0,0.213,41,0,0.084,0
33.8,PIX,9,0,0.406,1.14,3,0.75,42,0,0.332,0
102.55,PIX,7,0,0.463,8.27,0,0.333,29,1,0.335,0
175.89,CARD,12,1,0.634,0.87,3,0.398,28,0,0.623,0
27.75,PIX,19,1,0.838,0.76,0,0.775,48,1,0.459,0
229.09,CARD,19,1,0.257,0.49,2,0.477,42,0,0.328,0
241.53,CARD,18,1,0.176,3.33,1,0.659,34,0,0.147,0
126.76,PIX,1,0,0.428,2.89,1,0.452,37,1,0.427,0
55.65,PIX,11,1,0.356,0.14,0,0.092,21,0,0.285,0
50.33,CARD,9,1,0.079,2.64,0,0.708,43,1,0.315,0
305.92,PIX,22,0,0.317,3.31,2,0.066,58,0,0.285,0
31.18,CARD,9,1,0.293,0.22,2,0.092,18,0,0.76,0
316.72,PIX,5,1,0.379,0.57,2,0.717,25,1,0.905,1
104.72,PIX,6,0,0.498,0.61,1,0.782,36,1,0.209,0
111.47,PIX,4,0,0.739,3.67,1,0.728,48,1,0.166,0
26.12,CARD,10,0,0.298,4.29,1,0.27,34,0,0.357,0
106.48,CARD,6,1,0.579,0.61,1,0.516,48,0,0.516,0
211.08,CARD,13,1,0.42,0.99,2,0.884,22,0,0.436,0
36.5,PIX,5,0,0.535,3.28,0,0.533,31,1,0.598,0
190.33,PIX,14,1,0.044,0.69,1,0.15,42,0,0.1,0
131.65,PIX,14,1,0.087,3.25,2,0.407,50,1,0.219,1
68.08,PIX,16,0,0.493,0.03,1,0.668,23,0,0.139,0
262.23,PIX,21,0,0.431,0.6,2,0.758,49,0,0.2,1
16.74,CARD,1,0,0.367,0.68,1,0.158,61,1,0.412,0
166.0,PIX,1,1,0.476,0.47,4,0.382,37,1,0.038,1
521.91,PIX,11,1,0.27,0.66,1,0.707,29,1,0.827,1
444.06,CARD,12,1,0.65,0.23,0,0.458,40,0,0.464,0
172.57,PIX,18,0,0.184,5.33,2,0.566,30,0,0.614,0
92.62,CARD,5,0,0.232,7.26,1,0.35,25,1,0.549,0
68.56,PIX,10,1,0.244,0.06,0,0.506,23,1,0.07,0
92.51,PIX,14,1,0.736,0.41,3,0.51,25,0,0.141,0
198.23,CARD,15,0,0.676,0.96,2,0.07,44,0,0.625,0
58.76,CARD,13,0,0.644,8.39,1,0.533,38,1,0.342,0
240.25,CARD,14,1,0.561,8.05,1,0.434,36,1,0.573,0
828.69,PIX,3,0,0.331,4.36,0,0.435,52,0,0.629,0
114.93,PIX,11,1,0.358,0.42,3,0.501,36,1,0.006,0
36.24,CARD,12,0,0.156,8.38,2,0.089,33,0,0.236,0
36.22,PIX,1,0,0.093,1.27,1,0.722,27,1,0.32,1
244.43,CARD,23,1,0.395,5.16,3,0.557,40,1,0.396,0
115.15,PIX,15,1,0.458,0.77,1,0.629,43,1,0.698,0
267.51,PIX,17,0,0.755,3.83,3,0.689,33,1,0.269,0
75.17,PIX,12,0,0.082,1.35,2,0.701,52,1,0.589,0
256.61,CARD,22,1,0.381,8.51,1,0.431,25,0,0.835,1
105.38,PIX,0,1,0.169,2.62,0,0.542,28,0,0.558,0
62.85,CARD,22,1,0.28,1.92,0,0.356,64,0,0.392,0
84.7,PIX,4,1,0.408,0.15,2,0.674,40,0,0.449,0
41.37,PIX,21,1,0.486,3.09,1,0.536,22,0,0.39,0
728.09,PIX,1,1,0.193,2.49,2,0.3,26,1,0.16,0
111.41,CARD,7,1,0.491,4.95,1,0.653,39,0,0.382,0
217.04,CARD,13,0,0.419,3.0,0,0.496,34,0,0.116,0
74.95,PIX,15,1,0.401,0.92,2,0.084,41,0,0.228,0
47.15,PIX,0,1,0.206,1.4,1,0.553,42,0,0.246,0
98.45,CARD,8,1,0.224,0.56,4,0.629,35,1,0.109,0
327.36,PIX,20,1,0.396,0.77,0,0.363,18,1,0.737,1
76.05,CARD,4,1,0.326,0.75,0,0.199,26,0,0.32,0
55.51,CARD,22,0,0.344,4.58,0,0.479,32,1,0.483,0
139.76,PIX,17,0,0.367,6.07,4,0.133,34,1,0.241,0
190.4,CARD,23,1,0.279,1.23,1,0.386,44,0,0.536,0
533.02,CARD,21,0,0.46,1.33,3,0.374,48,1,0.718,0
167.06,PIX,5,0,0.361,2.73,0,0.372,25,0,0.235,0
216.93,PIX,22,1,0.396,5.15,2,0.097,18,0,0.446,0
232.14,PIX,11,1,0.266,2.79,2,0.575,37,1,0.762,0
43.05,CARD,6,0,0.226,4.45,1,0.933,36,1,0.03,0
51.06,CARD,21,1,0.627,1.42,0,0.613,40,0,0.813,0
45.81,PIX,11,0,0.669,1.86,1,0.676,39,1,0.628,1
36.64,PIX,16,1,0.22,11.9,1,0.282,18,0,0.355,0
248.62,PIX,14,1,0.293,0.52,1,0.553,38,0,0.708,1
157.76,PIX,7,0,0.654,2.21,2,0.32,28,1,0.171,1
130.52,PIX,23,1,0.425,0.24,2,0.353,29,1,0.59,0
11.78,PIX,20,1,0.65,0.96,2,0.547,28,0,0.111,0
772.73,PIX,12,1,0.311,3.48,1,0.205,40,0,0.037,0
54.33,CARD,13,0,0.623,2.24,1,0.589,41,0,0.511,0
770.19,CARD,1,1,0.294,5.51,1,0.514,18,0,0.232,0
32.97,PIX,17,0,0.491,3.8,0,0.793,21,0,0.109,0
58.49,CARD,21,0,0.455,2.59,2,0.656,36,0,0.749,0
16.73,PIX,23,0,0.682,0.04,1,0.235,40,0,0.818,0
168.33,PIX,13,0,0.729,4.48,0,0.555,49,0,0.095,0
45.1,CARD,23,0,0.392,4.39,3,0.863,31,1,0.109,0
46.26,PIX,19,1,0.166,3.48,3,0.639,39,1,0.084,0
35.33,PIX,12,0,0.782,4.56,1,0.607,40,0,0.436,0
244.6,PIX,19,1,0.109,6.94,2,0.193,27,1,0.078,1
230.52,CARD,3,0,0.448,5.33,2,0.523,31,1,0.652,0
620.69,PIX,16,1,0.312,0.11,1,0.295,30,0,0.677,0
65.55,CARD,14,1,0.415,3.71,0,0.265,44,1,0.423,0
147.96,PIX,11,0,0.234,0.54,0,0.705,44,0,0.236,0
38.08,PIX,15,1,0.432,1.76,2,0.473,42,1,0.708,0
89.88,PIX,20,0,0.475,0.01,3,0.425,47,1,0.484,0
76.18,CARD,13,1,0.517,0.39,2,0.513,39,1,0.135,0
184.57,PIX,9,1,0.604,0.95,3,0.282,27,1,0.054,0
303.48,CARD,10,1,0.252,1.39,1,0.277,30,1,0.509,1
296.47,CARD,13,0,0.857,3.67,1,0.614,49,0,0.389,0
56.91,PIX,13,1,0.544,0.08,0,0.316,35,0,0.412,0
298.46,PIX,7,1,0.253,0.46,0,0.745,35,1,0.336,0
116.78,PIX,12,1,0.564,1.67,1,0.665,24,1,0.831,0
90.73,CARD,6,0,0.063,2.5,2,0.556,27,1,0.486,0
64.22,CARD,22,1,0.431,0.86,0,0.343,34,1,0.726,0
73.41,PIX,12,1,0.732,1.66,0,0.761,45,0,0.46,0
582.94,CARD,20,1,0.11,3.16,0,0.74,35,0,0.085,1
160.24,PIX,9,1,0.405,0.83,0,0.247,18,1,0.212,0
142.19,CARD,9,0,0.562,0.46,2,0.772,38,0,0.753,0
95.96,CARD,6,0,0.146,1.07,2,0.27,42,1,0.35,0
1098.15,PIX,13,1,0.224,2.05,3,0.258,45,0,0.429,1
393.28,PIX,14,0,0.275,1.23,3,0.488,36,0,0.821,0
63.5,PIX,13,1,0.108,0.74,2,0.41,30,0,0.528,1
94.99,CARD,20,0,0.553,0.58,2,0.31,26,0,0.21,0
100.2,PIX,12,0,0.238,6.31,1,0.205,42,0,0.079,0
138.56,CARD,19,0,0.404,4.05,1,0.217,35,0,0.203,0
64.64,PIX,1,1,0.092,1.6,2,0.635,23,0,0.408,0
180.36,PIX,8,1,0.458,5.15,1,0.641,39,0,0.185,0
448.94,CARD,17,1,0.147,8.04,2,0.832,41,0,0.352,0
37.25,PIX,9,0,0.827,1.62,3,0.664,40,0,0.026,0
44.02,CARD,17,0,0.232,1.53,0,0.139,45,0,0.502,0
78.66,PIX,14,1,0.551,0.89,2,0.661,18,0,0.431,0
82.01,PIX,11,0,0.348,2.83,1,0.564,35,0,0.483,1
734.08,PIX,13,1,0.558,2.48,2,0.303,26,1,0.081,0
299.33,PIX,21,1,0.64,7.33,1,0.702,34,1,0.064,0
284.26,CARD,16,0,0.127,0.07,1,0.517,44,1,0.247,0
95.78,PIX,23,1,0.192,6.79,3,0.716,44,0,0.295,0
93.91,PIX,2,0,0.239,1.06,1,0.715,43,0,0.533,0
32.9,PIX,19,0,0.272,0.05,1,0.579,18,1,0.369,1
245.57,CARD,21,0,0.409,0.76,2,0.599,46,1,0.081,0
189.04,CARD,22,0,0.438,0.6,2,0.256,42,0,0.887,0
386.6,CARD,12,0,0.565,9.99,1,0.18,48,1,0.317,0
100.51,CARD,11,1,0.718,9.1,2,0.882,46,1,0.244,0
106.95,PIX,14,0,0.372,7.88,2,0.813,23,0,0.31,0
141.6,PIX,21,0,0.037,0.87,0,0.894,21,1,0.024,0
271.16,PIX,20,1,0.339,1.61,1,0.586,27,0,0.38,0
32.36,PIX,22,0,0.619,6.82,4,0.505,32,1,0.58,1
235.67,CARD,23,1,0.161,0.15,0,0.123,34,1,0.518,0
119.29,CARD,14,0,0.349,12.86,2,0.678,58,0,0.221,0
46.86,PIX,6,1,0.269,4.73,1,0.284,22,0,0.087,0
18.61,CARD,3,1,0.449,7.4,3,0.421,32,0,0.659,0
107.47,PIX,21,0,0.588,0.93,2,0.769,39,0,0.806,0
447.17,CARD,3,0,0.446,3.66,0,0.568,39,1,0.787,0
548.52,PIX,1,0,0.716,0.53,0,0.291,34,0,0.501,0
167.31,CARD,11,1,0.257,2.66,1,0.442,42,1,0.37,0
710.38,PIX,17,0,0.534,0.17,4,0.799,62,0,0.208,0
116.9,CARD,17,1,0.106,0.98,3,0.264,32,0,0.801,0
286.57,CARD,6,1,0.291,2.61,1,0.326,48,0,0.027,0
80.95,PIX,12,1,0.062,4.57,3,0.508,33,0,0.661,0
76.47,PIX,21,0,0.287,2.54,3,0.115,24,0,0.299,0
66.04,CARD,19,1,0.118,0.3,0,0.201,45,1,0.619,0
19.02,CARD,22,0,0.814,0.53,2,0.324,45,1,0.268,0
386.98,PIX,18,1,0.487,0.35,3,0.312,44,0,0.348,0
68.21,CARD,2,0,0.439,2.88,6,0.599,59,0,0.808,0
59.07,CARD,4,1,0.142,1.4,2,0.259,20,0,0.427,0
42.01,CARD,4,1,0.591,1.34,2,0.648,43,1,0.194,0
101.1,PIX,3,0,0.417,5.39,1,0.837,26,0,0.257,0
594.16,CARD,20,0,0.688,4.49,4,0.35,38,0,0.317,0
799.83,PIX,16,0,0.418,1.01,1,0.576,31,0,0.366,0
27.25,PIX,21,1,0.292,0.65,2,0.711,40,0,0.121,0
88.32,CARD,7,0,0.469,4.97,3,0.109,38,1,0.214,0
47.9,PIX,23,0,0.193,2.6,5,0.474,39,1,0.391,1
295.75,PIX,22,0,0.352,2.31,0,0.63,25,0,0.163,0
157.27,CARD,2,0,0.552,1.33,1,0.664,43,0,0.679,0
68.52,CARD,20,0,0.455,5.9,1,0.789,24,1,0.346,0
129.71,PIX,2,0,0.353,2.32,3,0.124,43,0,0.561,0
79.07,PIX,10,0,0.31,0.44,1,0.352,34,0,0.353,0
519.48,PIX,4,0,0.308,0.24,4,0.481,41,1,0.873,1
198.79,PIX,13,0,0.548,2.57,3,0.495,23,1,0.536,0
222.04,PIX,0,0,0.28,2.58,1,0.457,47,0,0.587,0
11.02,PIX,20,1,0.19,3.81,3,0.281,30,0,0.127,0
114.42,CARD,11,0,0.337,0.37,1,0.48,32,0,0.434,0
792.26,CARD,20,1,0.26,4.61,1,0.248,28,1,0.348,1
400.82,CARD,10,0,0.493,3.49,2,0.436,35,1,0.161,0
23.05,CARD,13,0,0.761,11.36,1,0.702,47,0,0.323,0
91.64,CARD,17,0,0.262,7.45,1,0.966,41,1,0.746,0
41.21,CARD,23,0,0.441,2.41,0,0.201,30,0,0.136,0
566.79,PIX,8,1,0.678,7.74,2,0.622,43,1,0.074,0
151.39,CARD,12,1,0.308,0.22,1,0.538,40,1,0.301,1
60.88,PIX,7,0,0.552,1.99,1,0.467,44,0,0.588,0
125.3,PIX,0,0,0.527,0.18,2,0.366,21,0,0.191,0
11.63,PIX,20,1,0.394,0.87,0,0.501,45,0,0.39,0
45.77,PIX,13,1,0.569,1.75,0,0.354,27,0,0.386,0
125.56,PIX,8,0,0.842,8.0,0,0.233,32,1,0.193,0
260.11,CARD,18,0,0.331,4.3,3,0.383,25,1,0.381,0
21.17,PIX,19,0,0.434,2.67,0,0.792,54,0,0.493,0
86.23,PIX,23,0,0.247,0.36,1,0.251,41,1,0.278,0
301.48,PIX,10,1,0.03,1.21,0,0.373,49,0,0.56,0
32.91,CARD,2,1,0.518,3.47,3,0.594,36,0,0.131,0
149.35,PIX,11,1,0.375,6.88,3,0.875,29,1,0.206,1
128.94,PIX,10,0,0.129,1.34,1,0.187,33,1,0.147,0
568.47,CARD,4,1,0.778,2.17,1,0.297,37,0,0.528,0
98.78,CARD,14,1,0.624,2.67,3,0.619,23,1,0.2,0
104.12,PIX,9,0,0.177,2.72,2,0.325,31,0,0.585,1
262.29,CARD,21,0,0.573,0.77,2,0.311,24,0,0.281,0
36.83,PIX,1,0,0.476,0.21,0,0.49,22,1,0.363,1
99.6,CARD,17,0,0.513,1.67,2,0.412,39,0,0.438,0
80.63,CARD,14,0,0.3,3.35,3,0.824,58,1,0.15,0
107.23,CARD,5,0,0.329,1.49,3,0.367,46,0,0.198,0
260.75,PIX,8,1,0.205,2.95,1,0.526,47,0,0.491,0
200.09,CARD,20,1,0.109,4.78,3,0.556,35,1,0.387,0
61.94,PIX,8,0,0.234,3.28,4,0.626,44,0,0.258,0
137.42,PIX,15,0,0.616,4.99,3,0.785,40,0,0.662,0
464.7,CARD,12,1,0.322,2.0,2,0.346,27,0,0.379,0
57.5,CARD,21,0,0.662,0.11,2,0.177,29,1,0.16,0
138.47,PIX,15,1,0.441,2.08,2,0.338,36,1,0.878,1
102.12,CARD,20,1,0.225,3.0,0,0.612,47,1,0.578,0
114.81,PIX,21,0,0.453,0.67,2,0.242,50,1,0.114,0
28.01,CARD,3,1,0.374,6.01,2,0.436,44,0,0.694,0
432.55,PIX,20,0,0.256,0.78,1,0.264,61,1,0.296,0
60.53,PIX,23,0,0.398,0.94,1,0.337,35,1,0.434,0
305.96,CARD,0,1,0.397,2.03,0,0.04,31,0,0.06,0
69.46,PIX,10,1,0.171,2.92,1,0.627,31,1,0.123,0
69.2,CARD,6,1,0.557,0.62,0,0.444,36,1,0.264,0
362.06,PIX,23,1,0.699,3.14,2,0.192,22,0,0.277,1
297.23,CARD,8,0,0.201,2.5,2,0.147,27,0,0.23,0
146.61,PIX,4,1,0.636,5.12,3,0.366,41,0,0.242,0
241.06,CARD,2,0,0.247,0.67,3,0.121,47,0,0.325,0
93.72,CARD,19,0,0.33,4.05,1,0.778,27,1,0.265,0
120.6,CARD,1,0,0.37,0.43,2,0.751,22,0,0.279,1
66.99,PIX,7,1,0.215,13.33,1,0.874,26,0,0.425,0
274.15,CARD,13,1,0.505,0.04,0,0.677,37,0,0.537,0
65.1,CARD,1,0,0.821,3.01,2,0.255,40,1,0.7,0
462.5,PIX,4,1,0.245,1.75,1,0.425,54,0,0.31,0
91.45,CARD,23,0,0.292,3.16,3,0.59,34,1,0.76,0
123.77,CARD,10,1,0.41,4.54,1,0.687,18,1,0.083,0
240.53,CARD,7,0,0.323,1.88,2,0.779,47,1,0.161,0
124.15,PIX,20,0,0.285,4.23,1,0.904,43,0,0.121,0
92.93,PIX,1,0,0.357,7.58,0,0.353,39,0,0.291,0
118.27,CARD,6,0,0.569,0.89,1,0.456,36,0,0.229,0
271.63,CARD,20,1,0.281,4.69,2,0.839,52,0,0.711,0
66.92,PIX,18,1,0.296,0.59,0,0.905,42,1,0.49,0
108.46,CARD,10,1,0.556,1.11,0,0.34,30,0,0.11,0
122.64,PIX,23,0,0.067,3.43,0,0.656,29,0,0.055,0
264.58,PIX,13,0,0.189,0.2,4,0.341,37,1,0.641,0
111.07,CARD,17,0,0.136,2.52,2,0.709,44,0,0.151,0
618.61,CARD,23,0,0.243,5.3,0,0.341,23,0,0.619,0
105.54,CARD,12,0,0.643,3.23,0,0.297,19,1,0.386,0
98.11,CARD,11,0,0.543,2.5,1,0.25,28,1,0.206,0
104.17,PIX,15,0,0.472,6.13,0,0.344,18,0,0.138,0
37.15,PIX,1,1,0.536,1.9,1,0.498,25,1,0.672,0
47.8,PIX,10,1,0.088,3.45,5,0.723,55,0,0.096,0
75.37,CARD,16,0,0.704,3.7,2,0.446,42,0,0.54,0
337.73,PIX,9,1,0.679,0.98,2,0.489,43,1,0.206,0
117.94,PIX,17,1,0.261,2.54,0,0.556,37,1,0.865,0
78.56,PIX,9,0,0.661,2.22,2,0.93,29,1,0.157,1
366.46,PIX,4,0,0.139,0.72,1,0.345,32,0,0.9,0
490.81,PIX,3,0,0.576,2.0,1,0.382,18,0,0.618,0
376.1,CARD,13,1,0.363,5.2,2,0.43,45,1,0.478,0
56.39,PIX,4,1,0.642,0.47,1,0.372,34,0,0.452,0
77.81,CARD,8,1,0.465,3.27,2,0.638,30,1,0.402,1
621.64,CARD,12,1,0.776,5.59,2,0.671,30,1,0.281,1
150.96,PIX,1,0,0.309,1.26,1,0.677,50,1,0.437,0
95.5,CARD,10,1,0.632,0.51,2,0.488,22,0,0.291,0
231.95,PIX,7,1,0.111,0.65,1,0.312,39,1,0.635,0
300.84,PIX,7,1,0.356,2.29,2,0.576,31,1,0.673,0
72.65,PIX,21,1,0.359,1.13,0,0.136,42,1,0.185,0
148.04,CARD,22,0,0.322,2.37,1,0.519,31,1,0.875,0
279.75,CARD,7,1,0.368,6.12,3,0.506,27,0,0.748,0
42.77,PIX,21,1,0.54,5.31,2,0.493,47,0,0.182,0
122.87,CARD,5,0,0.539,0.35,4,0.343,29,1,0.37,0
44.57,CARD,8,1,0.668,0.36,1,0.797,44,0,0.105,0
50.14,CARD,22,1,0.305,2.25,0,0.435,42,1,0.684,0
73.2,PIX,2,1,0.216,2.1,3,0.813,50,0,0.476,0
186.68,CARD,9,0,0.06,0.72,2,0.63,30,1,0.352,0
90.94,CARD,19,0,0.689,5.02,5,0.661,36,1,0.687,0
67.79,PIX,22,1,0.53,1.43,1,0.302,20,0,0.392,0
127.28,CARD,22,0,0.197,0.23,0,0.687,30,1,0.052,0
43.28,PIX,21,1,0.201,0.57,1,0.449,29,0,0.232,0
178.74,CARD,23,1,0.636,10.22,3,0.502,19,0,0.603,0
